GeneID,Symbol,Description,Synonyms,Maestro score,FDR,Evidence,Tissues
320769,Prdx6b,peroxiredoxin 6B,"1-cysPrx-P1, 4930414C22Rik, Aop2-rs1, Prdx5-rs1, Prdx6-ps1, Prdx6-rs1, Prdx6-rs1-ps, Q8BG37",5,4%,"""yeast mito homolog+, Rickettsial homolog, mito protein domain""","cerebrum, cerebellum, brainstem, spinalcord, adipose, smallintestine, largeintestine, placenta, testis"
207704,Gtpbp10,GTP-binding protein 10 (putative),"4930545J22Rik, BC034507, Q8K013",5,4%,"""APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain""","largeintestine, placenta"
77407,Rab35,"""RAB35, member RAS oncogene family""","9530019H02Rik, AU040256, H-ray, RAB1C, RAY, Q6PHN9",5,4%,"""yeast mito homolog, mito protein domain, induction, MS/MS""",all 14
380660,Acss3,acyl-CoA synthetase short-chain family member 3,"8430416H19Rik, Gm874, Q14DH7",5,4%,"""targetP signal, yeast mito homolog, mito protein domain, MS/MS""","kidney, liver, adipose, placenta, testis"
19258,Ptpn4,"""protein tyrosine phosphatase, non-receptor type 4""","PTPMEG, Ptn4, TEP, TEP/mPTPMEG, hPTP-MEG, Q9WU22",5,4%,"""targetP signal, yeast mito homolog, mito protein domain, coexpression""",none
66658,Ccdc51,coiled-coil domain containing 51,"5730568A12Rik, AI551049, Q3URS9",5,4%,"""APEX_matrix, targetP signal, MS/MS++""",all 14
56360,Acot9,acyl-CoA thioesterase 9,"0610041P13Rik, Acate2, C76421, MT-ACT48, U8, p48, Q9R0X4",5,4%,"""literature, targetP signal, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
14433,Gapdh,glyceraldehyde-3-phosphate dehydrogenase,"Gapd, P16858",5,4%,"""targetP signal, yeast mito homolog, Rickettsial homolog""",all 14
104718,Ttc7b,tetratricopeptide repeat domain 7B,"AA408451, Ttc7l1, E9Q6P5",5,4%,"""yeast mito homolog+, mito protein domain, induction""",brainstem
66706,Ndufaf3,"""NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 3""","4733401H18Rik, Q9JKL4",5,4%,"""literature, targetP signal, mito protein domain, MS/MS""",all 14
319945,Flad1,"""RFad1, flavin adenine dinucleotide synthetase, homolog (yeast)""","A930017E24Rik, Pp591, Q8R123",5,4%,"""APEX_matrix, mito protein domain, induction, coexpression""","spinalcord, adipose, stomach"
67006,Cisd2,CDGSH iron sulfur domain 2,"1500009M05Rik, 1500026J14Rik, 1500031D15Rik, AI848398, B630006A20Rik, Miner1, Noxp70, Zcd2, Q9CQB5",5,4%,"""literature, mito protein domain, induction, coexpression""",testis
107476,Acaca,acetyl-Coenzyme A carboxylase alpha,"A530025K05Rik, Acac, Acc1, Gm738, Q5SWU9",5,4%,"""yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression""","brainstem, spinalcord, liver, adipose, largeintestine, stomach, placenta, testis"
98256,Kmo,kynurenine 3-monooxygenase (kynurenine 3-hydroxylase),"AI046660, Q91WN4",5,4%,"""yeast mito homolog, mito protein domain, MS/MS++""","kidney, liver"
72017,Cyb5r1,cytochrome b5 reductase 1,"1500005G05Rik, B5R.1, C80155, Nqo3a2, Q9DB73",5,4%,"""yeast mito homolog, mito protein domain, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, skeletalmuscle, adipose, largeintestine, placenta, testis"
15275,Hk1,hexokinase 1,"BB404130, Hk-1, Hk1-s, dea, mHk1-s, P17710",5,4%,"""literature, yeast mito homolog, mito protein domain, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
66410,Mterfd1,MTERF domain containing 1,"2410017I18Rik, MTERF3, Q8R3J4",5,4%,"""literature, APEX_matrix, GFP, targetP signal, mito protein domain+, coexpression""",none
170719,Oxr1,oxidation resistance 1,"2210416C20Rik, C7, C7B, Q4KMM3",5,4%,"""literature, yeast mito homolog+, mito protein domain, MS/MS""","cerebrum, cerebellum, brainstem"
78797,Ndor1,NADPH dependent diflavin oxidoreductase 1,"4930447P04Rik, NR1, Ndor, A2AI05",5,4%,"""targetP signal, yeast mito homolog++, mito protein domain""",none
74167,Nudt9,nudix (nucleoside diphosphate linked moiety X)-type motif 9,"1190002C07Rik, AI462474, Q8BVU5",5,5%,"""APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS""","cerebrum, cerebellum, placenta, testis"
68212,Tmbim4,transmembrane BAX inhibitor motif containing 4,"0610007H07Rik, AU022431, Q9DA39",5,5%,"""yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression""",none
21991,Tpi1,triosephosphate isomerase 1,"AI255506, Tpi, Tpi-1, P17751",5,5%,"""yeast mito homolog++, induction""",all 14
20239,Atxn2,ataxin 2,"9630045M23Rik, ATX2, AW544490, Sca2, O70305",5,5%,"""targetP signal, yeast mito homolog, mito protein domain, coexpression""","liver, largeintestine"
208967,Thnsl1,threonine synthase-like 1 (bacterial),"AW413632, Q8BH55",5,5%,"""APEX_matrix, mito protein domain, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, largeintestine, stomach, testis"
69051,Pycr2,"""pyrroline-5-carboxylate reductase family, member 2""","1810018M05Rik, P5cr2, Q922Q4",5,5%,"""APEX_matrix, mito protein domain, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, stomach, placenta, testis"
15254,Hint1,histidine triad nucleotide binding protein 1,"AA673479, Hint, Ipk1, PKCI-1, PRKCNH1, P70349",5,5%,"""Rickettsial homolog, mito protein domain, coexpression""","cerebrum, cerebellum, brainstem, spinalcord, kidney, smallintestine, placenta, testis"
380698,Obscn,"""obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF""","BC046431, Gm878, OTTMUSG00000005786, UNC89, H7BX05",5,5%,"""mito protein domain, induction, coexpression""","cerebrum, cerebellum, kidney, skeletalmuscle, smallintestine, stomach, testis"
109672,Cyb5,cytochrome b-5,"0610009N12Rik, Cyb5a, P56395",5,5%,"""mito protein domain, coexpression, MS/MS""","cerebellum, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
384071,Slc25a34,"""solute carrier family 25, member 34""","Gm1369, A2ADF7",5,5%,"""yeast mito homolog+, mito protein domain+""",none
103775,Slc25a41,"""solute carrier family 25, member 41""","4933406J04Rik, AI507137, Q8BVN7",5,5%,"""yeast mito homolog+, mito protein domain+""",none
194744,Slc25a43,"""solute carrier family 25, member 43""","Gm8, A2A3V2",5,5%,"""yeast mito homolog+, mito protein domain+""",none
328258,Slc25a48,"""solute carrier family 25, member 48""","AU042651, E230025K15, Q8BW66",5,5%,"""yeast mito homolog+, mito protein domain+""",none
74686,Slc25a54,"""solute carrier family 25, member 54""","4930443G12Rik, SCaMC-1like, B1AUS6",5,5%,"""yeast mito homolog+, mito protein domain+""",none
246696,Slc25a28,"""solute carrier family 25, member 28""","2210403D18Rik, Mfrn2, Mrs3/4, Q8R0Z5",5,5%,"""literature, yeast mito homolog+, mito protein domain+""",none
22228,Ucp2,"""uncoupling protein 2 (mitochondrial, proton carrier)""","Slc25a8, P70406",5,5%,"""literature, yeast mito homolog+, mito protein domain+""",none
67712,Slc25a37,"""solute carrier family 25, member 37""","1700020E22Rik, 4930513O14Rik, 4930526G11Rik, AI848481, C330015G08Rik, Mfrn, Mfrn1, Mscp, frascati, mitoferrin, Q920G8",5,5%,"""literature, yeast mito homolog+, mito protein domain+""",none
104910,Slc25a47,"""solute carrier family 25, member 47""","AI132487, AI876593, HDMCP, Q6IS41",5,5%,"""literature, yeast mito homolog+, mito protein domain+""",none
216119,Ybey,ybeY metallopeptidase,"1110068N23Rik, A130042E20Rik, C21orf57, ORF57, ORF66, Q8CAV0",5,5%,"""APEX_matrix, targetP signal, Rickettsial homolog, MS/MS""","largeintestine, placenta, testis"
18294,Ogg1,8-oxoguanine DNA-glycosylase 1,"Mmh, O08760",5,5%,"""literature, targetP signal+, yeast mito homolog, mito protein domain""",none
240549,Gm4952,predicted gene 4952,"EG240549, Q5FW57",5,5%,"""mito protein domain, MS/MS++""","kidney, liver"
14080,Fabp1,"""fatty acid binding protein 1, liver""","Fabpl, L-FABP, P12710",5,5%,"""mito protein domain, MS/MS++""","liver, smallintestine"
76894,Mettl15,methyltransferase like 15,"0610027B03Rik, AI303697, AW049952, Mett5d1, Q9DCL4",5,5%,"""APEX_matrix, targetP signal, Rickettsial homolog, coexpression""","largeintestine, placenta"
11430,Acox1,"""acyl-Coenzyme A oxidase 1, palmitoyl""","AOX, Acox, D130055E20Rik, Paox, Q9R0H0",5,5%,"""mito protein domain+, coexpression""","kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, placenta, testis"
18770,Pklr,pyruvate kinase liver and red blood cell,"Pk-1, Pk1, R-PK, G3X925",5,5%,"""yeast mito homolog++, mito protein domain""","cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
66559,Metap1d,methionyl aminopeptidase type 1D (mitochondrial),"2310066F24Rik, 3110033D18Rik, AV117938, MAP 1D, Map1d, MetAP 1D, Metapl1, Q9CPW9",5,5%,"""literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression""",none
114863,Prosc,proline synthetase co-transcribed,"1700024N20Rik, 2200002F22Rik, Q9Z2Y8",5,5%,"""APEX_matrix, targetP signal, coexpression, MS/MS++""",all 14
68350,Mul1,mitochondrial ubiquitin ligase activator of NFKB 1,"0610009K11Rik, AV000801, Gide, Q8VCM5",5,5%,"""literature, mito protein domain+, induction""","skeletalmuscle, largeintestine"
68943,Pink1,PTEN induced putative kinase 1,"1190006F07Rik, AU042772, AW557854, BRPK, mFLJ00387, Q99MQ3",5,5%,"""literature, targetP signal, mito protein domain, coexpression""",none
229228,Nudt6,nudix (nucleoside diphosphate linked moiety X)-type motif 6,"Asfgf2b, Q8CH40",5,5%,"""APEX_matrix, targetP signal, mito protein domain, coexpression""",none
66349,Atp5sl,ATP5S-like,"2310004L02Rik, C030044E10Rik, Q9D7K5",4,6%,"""APEX_matrix, GFP, targetP signal, induction, MS/MS""","cerebrum, cerebellum, brainstem, stomach"
216001,Micu1,mitochondrial calcium uptake 1,"C730016L05Rik, Calc, Cbara1, Q8VCX5",4,6%,"""literature, APEX_IMS, GFP, targetP signal, mito protein domain, MS/MS+""","cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
103466,Nt5dc3,5'-nucleotidase domain containing 3,"AU040402, AW540062, C630002B14Rik, TU12B1-TY, Q3UHB1",4,6%,"""APEX_matrix, targetP signal, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, stomach, placenta, testis"
73398,Nipsnap3a,nipsnap homolog 3A (C. elegans),"1700054F22Rik, AI429120, G3X8S9",4,6%,"""APEX_matrix, targetP signal, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
21975,Top3a,topoisomerase (DNA) III alpha,O70157,4,6%,"""APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain""",testis
17117,Amacr,alpha-methylacyl-CoA racemase,"Macr1, O09174",4,6%,"""literature, mito protein domain, coexpression, MS/MS""","kidney, liver, adipose, smallintestine, testis"
12352,Car5a,"""carbonic anhydrase 5a, mitochondrial""","CAV, Ca5a, Car5, P23589",4,6%,"""literature, targetP signal, mito protein domain, MS/MS""",liver
18207,Nthl1,nth (endonuclease III)-like 1 (E.coli),"Nth1, Octs3, O35980",4,7%,"""literature, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain""",none
24071,Synj2bp,synaptojanin 2 binding protein,"AA409442, ARIP2, ARIP2a, ActRIP4, D12Wsu118e, OMP25, Q9D6K5",4,7%,"""APEX_IMS, mito protein domain, coexpression, MS/MS+""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
56327,Arl2,ADP-ribosylation factor-like 2,"2610009M23Rik, AI115441, AW553335, Q9D0J4",4,7%,"""literature, mito protein domain, coexpression, MS/MS+""","cerebrum, brainstem, spinalcord, adipose, largeintestine"
110308,Krt5,keratin 5,"3300001P10Rik, AW146334, CK5, K5, Krt2-5, Tfip8, Q922U2",4,7%,"""GFP, targetP signal+, MS/MS+""",all 14
228019,Mettl8,methyltransferase like 8,"BC004636, Tip, A2AUU0",4,7%,"""APEX_matrix, targetP signal, mito protein domain+""",none
208595,Mterf1b,mitochondrial transcription termination factor 1b,"ENSMUSG00000053178, Gm9897, B9EJ57",4,7%,"""literature, APEX_matrix, targetP signal, mito protein domain+""",none
237926,Rsad1,radical S-adenosyl methionine domain containing 1,"B430319G23, BC056485, Q5SUV1",4,7%,"""APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression""",none
68095,Ociad1,OCIA domain containing 1,"6030432N09Rik, AI481327, AW557942, Asrij, B230209J16Rik, BB021357, Emi2, Imi2, OCIA, TPA018, Q9CRD0",4,7%,"""APEX_IMS, GFP, MS/MS++""",all 14
66587,Fastk,Fas-activated serine/threonine kinase,"0610011K02Rik, 610011K02Rik, Q8C725",4,7%,"""GFP, targetP signal, induction, coexpression""",none
54369,Nme6,NME/NM23 nucleoside diphosphate kinase 6,"nm23-M6, O88425",4,8%,"""literature, APEX_matrix, GFP, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression""",largeintestine
12176,Bnip3,BCL2/adenovirus E1B interacting protein 3,"Nip3, O55003",4,8%,"""literature, mito protein domain+, MS/MS""","cerebrum, cerebellum, brainstem, heart, skeletalmuscle, adipose"
14232,Fkbp8,FK506 binding protein 8,"38kDa, FKBP-38, FKBP-8, Fkbp38, O35465",4,9%,"""literature, yeast mito homolog, mito protein domain, coexpression, MS/MS""","cerebrum, brainstem, spinalcord, largeintestine, placenta, testis"
71701,Pnpt1,polyribonucleotide nucleotidyltransferase 1,"1200003F12Rik, Old35, PNPase, Pnptl1, Q8K1R3",3,9%,"""literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain""",all 14
15278,Tfb2m,"""transcription factor B2, mitochondrial""","Hkp1, Q3TL26",3,9%,"""literature, APEX_matrix, targetP signal+, mito protein domain""",placenta
211948,Pde12,phosphodiesterase 12,"2'-PDE, E430028B21Rik, Q3TIU4",3,9%,"""APEX_matrix, targetP signal+, mito protein domain""","brainstem, smallintestine, largeintestine, testis"
66973,Mrps18b,mitochondrial ribosomal protein S18B,"2400002C15Rik, Q99N84",3,9%,"""literature, APEX_matrix, Rickettsial homolog, mito protein domain, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, liver, heart, adipose, smallintestine, largeintestine, placenta, testis"
70564,Fam213a,"""family with sequence similarity 213, member A""","5730469M10Rik, AU040822, Pamm, Q9CYH2",3,10%,"""GFP, mito protein domain, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, placenta, testis"
12018,Bak1,BCL2-antagonist/killer 1,"Bak, N-BAK1, N-Bak, O08734",3,10%,"""literature, mito protein domain, MS/MS++""","brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
14545,Gdap1,ganglioside-induced differentiation-associated-protein 1,O88741,3,10%,"""APEX_IMS, mito protein domain, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord"
52443,Mrpl48,mitochondrial ribosomal protein L48,"1810030E20Rik, 2610028L11Rik, CGI-118, D4Ertd786e, Q8JZS9",3,10%,"""literature, APEX_matrix, mito protein domain, MS/MS++""",all 14
66447,Mgst3,microsomal glutathione S-transferase 3,"2010012L10Rik, 2010306B17Rik, 2700004G04Rik, AA516734, GST-III, Q9CPU4",3,10%,"""APEX_IMS, mito protein domain, MS/MS++""",all 14
109731,Maob,monoamine oxidase B,"6330414K01Rik, MAO-B, Q8BW75",3,10%,"""literature, mito protein domain, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
56749,Dhodh,dihydroorotate dehydrogenase,"2810417D19Rik, AI834883, O35435",3,10%,"""literature, mito protein domain, MS/MS++""","cerebrum, spinalcord, kidney, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
17716,ND1,NADH dehydrogenase subunit 1,P03888,3,10%,"""literature, Rickettsial homolog, mito protein domain, MS/MS""",all 14
67880,Dcxr,dicarbonyl L-xylulose reductase,"0610038K04Rik, 1810027P18Rik, Q91X52",3,11%,"""APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain""","cerebrum, cerebellum, spinalcord, heart, adipose, largeintestine, stomach, placenta, testis"
58801,Pmaip1,phorbol-12-myristate-13-acetate-induced protein 1,"Noxa, Q9JM54",3,11%,"""literature, targetP signal, mito protein domain+""",none
66536,Nipsnap3b,nipsnap homolog 3B (C. elegans),"2700063N13Rik, Nipsnap3a, Q9CQE1",3,11%,"""GFP, targetP signal, MS/MS+""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
13070,Cyp11a1,"""cytochrome P450, family 11, subfamily a, polypeptide 1""","Cyp11a, Cypxia1, D9Ertd411e, P450scc, Scc, cscc, Q9QZ82",3,12%,"""literature, mito protein domain, MS/MS+""","adipose, placenta, testis"
71361,Aifm2,"""apoptosis-inducing factor, mitochondrion-associated 2""","5430437E11Rik, Amid, D730001I10Rik, PRG3, Q8BUE4",3,12%,"""literature, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression""",none
69104,March5,membrane-associated ring finger (C3HC4) 5,"1810015H18Rik, 2310008I22Rik, 2700055A20Rik, 5730499H23Rik, E130202O05Rik, MARCH-V, MITOL, Marchv, Rnf153, Q3KNM2",3,12%,"""literature, mito protein domain, coexpression, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
21672,Prdx2,peroxiredoxin 2,"AL022839, Band-8, NkefB, PRP, PrxII, TDX1, TPx, TPx-B, TR, TSA, Tdpx1, Torin, Q61171",3,12%,"""GFP, Rickettsial homolog, mito protein domain, coexpression""","cerebrum, cerebellum, brainstem, spinalcord, adipose, smallintestine, stomach, placenta, testis"
94281,Sfxn4,sideroflexin 4,Q925N1,3,12%,"""literature, yeast mito homolog, mito protein domain+""","cerebellum, spinalcord"
52668,Ifi27,"""interferon, alpha-inducible protein 27""","1110013J02Rik, 2900026P10Rik, D12Ertd647e, ISG12a, Ifi27l1, Q8C6G0",3,12%,"""literature, targetP signal, induction, coexpression""",none
71986,Ddx28,DEAD (Asp-Glu-Ala-Asp) box polypeptide 28,"2410004K13Rik, AI449652, Mddx28, Q9CWT6",3,13%,"""literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain""","spinalcord, adipose"
217262,Abca9,"""ATP-binding cassette, sub-family A (ABC1), member 9""","D630040K07Rik, Q8K449",3,13%,"""GFP, targetP signal, Rickettsial homolog, mito protein domain""","cerebrum, placenta"
69478,2300009A05Rik,RIKEN cDNA 2300009A05 gene,Q0VG49,2,13%,"""APEX_matrix, targetP signal, MS/MS""","brainstem, spinalcord, skeletalmuscle, adipose, largeintestine, stomach, testis"
52123,Agpat5,"""1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)""","1110013A05Rik, D8Ertd319e, Q9D1E8",2,13%,"""literature, mito protein domain, induction, MS/MS""","cerebellum, brainstem, spinalcord, adipose, smallintestine, largeintestine, placenta, testis"
269514,Fbxl4,F-box and leucine-rich repeat protein 4,"4732456I21, AI836810, FBL4, FBL5, Q8BH70",2,14%,"""literature, mito protein domain, coexpression""",adipose
